Q,A,A_model,modelo_avaliado,score_oficial_0_5,rouge_l,bleu,bert_f1,connectedness
Que pessoas jurídicas estão desobrigadas de apresentar a ECF?,"Estão desobrigadas de apresentar a ECF: I - as pessoas jurídicas optantes pelo Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte, instituído pela Lei Complementar nº 123, de 14 de dezembro de 2006 (Simples Nacional), por estarem obrigadas à apresentação de Declaração Anual do Simples Nacional - DASN; II - os órgãos públicos, as autarquias e as fundações públicas; e III - as pessoas jurídicas inativas, assim consideradas aquelas que não tenham efetuado qualquer atividade operacional, não operacional, patrimonial ou financeira, inclusive aplicação no mercado financeiro ou de capitais, durante todo o ano-calendário, as quais deverão cumprir as obrigações acessórias previstas na legislação específica.","Estão desobrigadas de apresentar a Escrituração Contábil Fiscal (ECF) as seguintes pessoas jurídicas:

1. **Optantes pelo Simples Nacional** – Microempresas e Empresas de Pequeno Porte que aderiram ao Regime Especial Unificado de Arrecadação de Tributos e Contribuições, previsto na Lei Complementar nº 123/2006.

2. **Órgãos públicos, autarquias e fundações públicas** – Entidades integrantes da administração pública direta e indireta.

3. **Pessoas jurídicas inativas** – Aquelas que não tenham efetuado qualquer atividade operacional, não operacional, patrimonial ou financeira (inclusive aplicação no mercado financeiro ou de capitais) durante todo o ano-calendário. Essas entidades, embora dispensadas da ECF, devem cumprir as obrigações acessórias previstas na legislação específica.",claude-opus-4-6,5.0,0.6771653543307087,0.3829120406645783,0.8680268,0.8882911
Quais os efeitos tributários no caso de a ECF retificadora apresentar valores a  título de IRPJ e de CSLL diferentes daqueles inicialmente apresentados na ECF  retificada?,"Quando a retificação da ECF apresentar imposto maior que o da ECF retificada, a diferença apurada será devida com os acréscimos correspondentes. Quando a retificação da ECF apresentar imposto menor que o da ECF retificada, a diferença apurada, desde que paga, poderá ser compensada ou restituída. Sobre o montante a ser compensado ou restituído incidirão juros equivalentes à taxa referencial do Sistema Especial de Liquidação e Custódia (Selic), acumulados até o mês anterior ao da restituição ou compensação, adicionado de 1% (um por cento) no mês da restituição ou compensação.","# Efeitos Tributários da ECF Retificadora com Valores Divergentes de IRPJ e CSLL

Quando a ECF (Escrituração Contábil Fiscal) retificadora apresenta valores de IRPJ e CSLL diferentes daqueles constantes na ECF original, podem ocorrer os seguintes efeitos tributários:

## 1. Se os valores retificados forem **maiores** que os originais (débito adicional):
- Haverá diferença de tributo a pagar, sujeita a acréscimos moratórios (multa e juros) calculados desde o vencimento original da obrigação;
- Os juros incidentes serão equivalentes à **taxa Selic**, acumulados mensalmente, acrescidos de 1% no mês do efetivo pagamento;
- Poderá haver lançamento de ofício caso a diferença não seja recolhida espontaneamente.

## 2. Se os valores retificados forem **menores** que os originais (crédito/restituição):
- O contribuinte terá direito à restituição ou compensação do valor pago a maior;
- O crédito relativo ao tributo administrado pela RFB será restituído, reembolsado ou compensado com acréscimo de juros equivalentes à **taxa Selic**, acumulados mensalmente, mais **1% no mês** em que a quantia for disponibilizada ao sujeito passivo, em que for entregue a declaração de compensação, ou em que for considerada efetuada a compensação de ofício;
- O contribuinte poderá utilizar esse crédito por meio de **Pedido Eletrônico de Restituição, Ressarcimento ou Reembolso (PER/DCOMP)**.

## 3. Efeitos gerais:
- A retificação da ECF substitui integralmente a escrituração anterior, gerando novos débitos ou créditos conforme o caso;
- A retificação pode desencadear procedimentos de fiscalização pela Receita Federal para verificação da consistência dos novos valores declarados;
- Eventuais compensações já realizadas com base nos valores originais poderão ser revisadas, podendo resultar em homologação parcial ou não homologação.

É fundamental que o contribuinte mantenha documentação comprobatória que justifique as alterações nos valores de IRPJ e CSLL apresentados na ECF retificadora.",claude-opus-4-6,4.0,0.19385342789598106,0.01913538067407865,0.6726457,0.7122787
A isenção do IRPJ depende de prévio reconhecimento pela Secretaria Especial da  Receita Federal do Brasil?,Não. O benefício da isenção do IRPJ independe do prévio reconhecimento pela Secretaria Especial da Receita Federal do Brasil.,"## Isenção do IRPJ e Reconhecimento Prévio

Como regra geral, as isenções do IRPJ **não dependem de reconhecimento prévio** pela Secretaria Especial da Receita Federal do Brasil.

No entanto, existe uma **exceção importante**: no caso específico de isenção baseada em **reciprocidade de tratamento** (prevista no art. 187), a isenção **deverá ser reconhecida** pela Secretaria da Receita Federal do Brasil. Nessa hipótese, a isenção alcançará os rendimentos obtidos a partir da existência da reciprocidade de tratamento e **não poderá originar, em qualquer hipótese, direito à restituição de receita**.

Portanto, a resposta depende da situação concreta:

- **Regra geral:** não depende de reconhecimento prévio.
- **Exceção (reciprocidade de tratamento):** depende de reconhecimento pela Receita Federal.",claude-opus-4-6,3.333333333333333,0.19736842105263158,0.05691967786385263,0.6895801,0.8416544
Quais as hipóteses em que a pessoa física é equiparada à pessoa jurídica?,"Para os efeitos do imposto de renda, as pessoas físicas caracterizadas como empresa individual estão equiparadas à pessoa jurídica. A legislação do imposto de renda caracteriza como empresa individual a pessoa física que: a) em nome individual, explorem, habitual e profissionalmente, qualquer atividade econômica de natureza civil ou comercial, com o fim especulativo de lucro, mediante venda a terceiro de bens ou serviços, quer se encontrem regularmente inscritas ou não junto ao órgão do Registro de Comércio ou Registro Civil; b) promoverem a incorporação de prédios em condomínio ou loteamento de terrenos.","# Hipóteses de Equiparação da Pessoa Física à Pessoa Jurídica

As pessoas físicas são equiparadas a pessoas jurídicas (como empresas individuais) nas seguintes hipóteses:

## 1. Empresários regularmente constituídos
Pessoas físicas que se constituam como empresários na forma prevista nos artigos 966 a 969 do Código Civil.

## 2. Exploração habitual de atividade econômica
Pessoas físicas que, em nome individual, explorem **habitual e profissionalmente** qualquer atividade econômica de natureza civil ou comercial, com **fim especulativo de lucro**, mediante a venda de bens ou serviços a terceiros.

## 3. Incorporação de prédios ou loteamento de terrenos
Pessoas físicas que promovam a **incorporação de prédios em condomínio** ou o **loteamento de terrenos**.

---

## Exceções importantes

A equiparação prevista na hipótese 2 **não se aplica** às pessoas físicas que exerçam individualmente:

- **Profissões liberais**: médico, engenheiro, advogado, dentista, veterinário, professor, economista, contador, jornalista, pintor, escritor, escultor e assemelhadas;
- **Profissões, ocupações e prestação de serviços não comerciais**;
- **Agentes, representantes e outras pessoas** sem vínculo empregatício que participem de atos de comércio, mas não os pratiquem por conta própria;
- **Serventuários da Justiça** (tabeliães, notários, oficiais públicos, etc.);
- **Corretores, leiloeiros e despachantes**, seus prepostos e adjuntos;
- **Contratos de empreitada unicamente de lavor** (trabalhos arquitetônicos, topográficos, construções, etc.);
- **Exploração de obras artísticas, didáticas, científicas**, projetos técnicos, quando explorados diretamente pelo autor ou criador.",claude-opus-4-6,3.6666666666666665,0.3089430894308944,0.08619687017476182,0.68639964,0.664548
Os condôminos na propriedade de imóveis estão sujeitos à equiparação como  pessoa jurídica?,"Os condomínios na propriedade de imóveis não são considerados sociedades em comum (antiga sociedade de fato), ainda que deles também façam parte pessoas jurídicas. Assim, a cada condômino pessoa física serão aplicados os critérios de caracterização da empresa individual e demais dispositivo legais, como se ele fosse o único titular da operação imobiliária, nos limites da sua participação.","## Equiparação de Condôminos como Pessoa Jurídica

Sim, os condôminos na propriedade de imóveis podem estar sujeitos à equiparação como pessoa jurídica, porém de forma **individualizada**.

Os condomínios na propriedade de imóveis **não são considerados sociedades em comum**, mesmo que pessoas jurídicas também façam parte deles. Isso significa que o condomínio em si não é tratado como uma entidade equiparada a pessoa jurídica.

No entanto, **cada condômino pessoa física** será avaliado individualmente quanto à possibilidade de equiparação a empresa individual (pessoa jurídica). Para essa análise, aplicam-se os critérios de caracterização da empresa individual e os demais dispositivos legais pertinentes, **como se cada condômino fosse o único titular da operação imobiliária**, considerando-se os limites de sua respectiva participação no condomínio.

Portanto, na prática:

- **O condomínio como um todo** → não é equiparado a pessoa jurídica;
- **Cada condômino individualmente** → pode ser equiparado a pessoa jurídica (empresa individual), caso sua participação na operação imobiliária atenda aos critérios legais de caracterização, proporcionalmente à sua quota de participação no imóvel.

Essa regra visa evitar que a estrutura condominial seja utilizada para diluir participações e escapar da tributação aplicável às operações imobiliárias realizadas com habitualidade ou intuito comercial.",claude-opus-4-6,5.0,0.3766233766233766,0.11669646117171675,0.76657766,0.8481757
Em que data se considera ocorrida a aquisição ou alienação e quais as condições  para que seja aceita?,"Considera-se data da aquisição ou alienação aquela em que for celebrado o contrato inicial, ainda que mediante instrumento particular. Caso a transmissão se opere por meio de instrumento particular, a data de aquisição ou alienação constante no respectivo instrumento, se favorável aos interesses da pessoa física, somente será aceita pela autoridade fiscal quando atendida pelo menos uma das seguintes condições: a) o instrumento particular tiver sido registrado no Cartório do Registro Imobiliário, ou no de Títulos e Documentos, no prazo de 30 (trinta) dias, contados da data nele constante; b) houver conformidade com cheque nominativo pago dentro do prazo de 30 (trinta) dias, contados da data do instrumento; c) houver conformidade com lançamentos contábeis da pessoa jurídica, atendidos os preceitos para escrituração em vigor; d) houver menção expressa da operação nas declarações de bens da parte interessada, apresentadas tempestivamente à repartição competente, juntamente com as declarações de rendimentos. 47","# Data de Aquisição ou Alienação de Imóveis

## Regra Geral

A data de aquisição ou alienação de um imóvel é considerada aquela em que for celebrado o **contrato inicial** da operação imobiliária correspondente, ainda que este tenha sido firmado por meio de **instrumento particular**.

## Operações que Caracterizam Aquisição e Alienação

São considerados atos de aquisição e alienação: compra e venda, permuta, transferência do domínio útil de imóveis foreiros, cessão de direitos, promessa dessas operações, adjudicação, arrematação em hasta pública, procuração em causa própria, ou outros contratos afins que envolvam transmissão de imóveis ou de direitos sobre imóveis.

## Condições para Aceitação da Data em Instrumento Particular

Quando a data constante de instrumento particular for **favorável aos interesses da pessoa física**, a autoridade fiscal somente a aceitará se for atendida **pelo menos uma** das seguintes condições:

1. **Registro tempestivo**: o instrumento deve ter sido registrado no Registro Imobiliário ou no Registro de Títulos e Documentos no prazo de **30 dias** contados da data nele constante;

2. **Conformidade com cheque nominativo**: deve haver conformidade com cheque nominativo pago dentro do prazo de **30 dias** contados da data do instrumento;

3. **Conformidade contábil**: deve haver conformidade com lançamentos contábeis da pessoa jurídica envolvida, observados os preceitos de escrituração em vigor;

4. **Declaração de bens**: deve haver menção expressa à operação nas declarações de bens da parte interessada, apresentadas tempestivamente à repartição competente junto com as declarações de rendimentos.

Além dessas condições, o Ministro de Estado da Fazenda pode estabelecer **critérios adicionais** para aceitação da data do instrumento particular.",claude-opus-4-6,4.666666666666667,0.5427350427350427,0.22582759867235688,0.7347353,0.593135
"Qual o quantitativo de operações imobiliárias necessário para equiparação de  pessoa física à pessoa jurídica, determinando o início da tributação como pessoa  jurídica?","A equiparação que leva em conta o quantitativo de unidades imobiliárias ocorre quando o proprietário ou titular de terreno, sem efetuar o arquivamento dos documentos de incorporação no Registro de Imóveis, promover a construção de prédio com mais de 2 (duas) unidades imobiliárias, ou realizar loteamento. Tal equiparação se dará a partir da alienação da primeira unidade imobiliária ou do primeiro lote antes de decorrido o prazo de 60 (sessenta) meses contados da averbação, no Registro Imobiliário, da construção do prédio ou da aceitação das obras de loteamento. Para terrenos adquiridos até 30 de junho de 1977 o prazo é de 36 (trinta e seis) meses.","## Equiparação de Pessoa Física à Pessoa Jurídica em Operações Imobiliárias

Para que ocorra a equiparação de pessoa física à pessoa jurídica no contexto de operações imobiliárias, é necessário observar os seguintes critérios quantitativos:

**Construção de prédios:** O proprietário ou titular de terrenos que promova a construção de prédio com **mais de duas unidades imobiliárias** será equiparado à pessoa jurídica, desde que inicie a alienação dessas unidades antes de decorrido o prazo de **60 meses** (contados da data da averbação da construção no Registro Imobiliário).

**Loteamento:** Da mesma forma, aquele que execute loteamento e inicie a alienação dos lotes antes do prazo de 60 meses (contados da aceitação das obras do loteamento) também será equiparado.

### Pontos importantes:

1. **O número mínimo é de mais de 2 unidades imobiliárias** — ou seja, a partir de **3 unidades** já se configura a equiparação, desde que cumpridos os demais requisitos.

2. Essa equiparação ocorre mesmo **sem o registro dos documentos de incorporação ou loteamento**.

3. A alienação é caracterizada de forma ampla, incluindo **qualquer ajuste preliminar**, mesmo que se trate de simples recebimento de valores a título de reserva.

4. Para imóveis havidos até 30 de junho de 1977, o prazo é reduzido para **36 meses**.

Portanto, o elemento quantitativo central é a **construção de mais de duas unidades imobiliárias** (ou a execução de loteamento), combinado com a alienação dentro do prazo legal, o que determina o início da tributação como pessoa jurídica.",claude-opus-4-6,5.0,0.33587786259541985,0.09808590561436656,0.73308337,0.7031672
"Em caso de alteração das normas em vigor que disciplinam a prática de  operações imobiliárias por pessoas físicas, qual a legislação que deverá  prevalecer?","Ocorrendo alteração da legislação, a equiparação será determinada de acordo com as normas legais e regulamentares em vigor na data do instrumento inicial de alienação das unidades imobiliárias ou lotes de terreno (nos casos de incorporações ou loteamentos irregulares), ou do arquivamento dos documentos da incorporação ou do loteamento, quando regulares. A posterior alteração dessas normas não atingirá as operações imobiliárias já realizadas nem os empreendimentos cuja documentação já tenha sido arquivada no Registro Imobiliário.","## Legislação Aplicável em Caso de Alteração Normativa nas Operações Imobiliárias

Em caso de alteração das normas que disciplinam a equiparação da pessoa física à pessoa jurídica no âmbito de operações imobiliárias, **prevalecerá a legislação vigente na data em que ocorreu um dos seguintes marcos temporais**, conforme o caso:

1. **A data do instrumento inicial de alienação do imóvel;**
2. **A data do arquivamento dos documentos da incorporação; ou**
3. **A data do loteamento.**

Isso significa que se aplica o **princípio da irretroatividade**: a alteração posterior das normas **não atingirá** as operações imobiliárias já realizadas, nem os empreendimentos cuja documentação já tenha sido arquivada no Registro Imobiliário.

Portanto, a legislação que prevalece é aquela que estava em vigor no momento da prática do ato relevante (alienação, arquivamento da incorporação ou loteamento), garantindo segurança jurídica ao contribuinte, que não será surpreendido por mudanças normativas supervenientes que possam alterar o enquadramento tributário de operações já consumadas ou de empreendimentos já formalizados.",claude-opus-4-6,4.666666666666667,0.38405797101449274,0.15168735265150646,0.76765007,0.7847581
O lucro apurado periodicamente pela pessoa física equiparada à pessoa jurídica  em razão de operações com imóveis pode ser mantido como lucros suspensos  na escrituração da pessoa jurídica?,"Não. Esse lucro, após a dedução da provisão para pagamento do IRPJ, sempre será considerado como automaticamente distribuído no período de apuração em que for apurado.","# Lucros Apurados por Pessoa Física Equiparada a Empresa Individual – Operações Imobiliárias

Não. O lucro apurado pela pessoa física equiparada a empresa individual, em razão de operações imobiliárias, **não pode ser mantido como lucros suspensos na escrituração**. A legislação estabelece que esse lucro, após a dedução da provisão para o Imposto de Renda e da Contribuição Social sobre o Lucro Líquido (CSLL), é considerado **automaticamente distribuído** no período de apuração.

Isso significa que, por força de lei, não há possibilidade de retenção ou suspensão desses lucros na escrituração da pessoa jurídica equiparada. A distribuição é automática e obrigatória, ocorrendo no próprio período em que o lucro é apurado.

Vale destacar ainda que:

- **Os lucros automaticamente distribuídos**, apurados a partir de 1º de janeiro de 1996, **não estão sujeitos à incidência do Imposto de Renda na fonte**;
- Esses valores também **não integram a base de cálculo do Imposto de Renda do titular** da empresa individual.

Portanto, a natureza jurídica dessa distribuição automática impede que os lucros permaneçam como ""lucros suspensos"" ou acumulados na escrituração, uma vez que a lei presume que foram integralmente transferidos ao titular no momento de sua apuração.",claude-opus-4-6,4.333333333333333,0.19923371647509575,0.04785299358414963,0.71388525,0.45014822
Quando se considera ocorrido o término da equiparação caso a pessoa jurídica  não efetue nenhuma alienação das unidades imobiliárias ou lotes de terreno?,"A pessoa física que, após sua equiparação à pessoa jurídica, não promover nenhum dos empreendimentos nem efetuar nenhuma das alienações de unidades imobiliárias ou lotes de terrenos, durante o prazo de 36 (trinta e seis) meses consecutivos, deixará de ser considerada equiparada a partir do término deste prazo, salvo quanto aos efeitos tributários das operações em andamento que terão o tratamento previsto no art. 177, § 1º, do RIR/2018.","A pessoa física equiparada a pessoa jurídica deixará de ser considerada como tal quando não promover nenhum empreendimento nem efetuar nenhuma alienação de unidades imobiliárias ou lotes de terreno pelo prazo de **36 (trinta e seis) meses consecutivos**. O término da equiparação ocorre a partir do final desse prazo.

No entanto, é importante destacar que essa descaracterização **não afeta os efeitos tributários das operações que ainda estejam em andamento** na época do término da equiparação. Isso significa que eventuais unidades imobiliárias e lotes de terrenos integrantes de incorporações ou loteamentos, bem como saldos a receber de imóveis já alienados, permanecerão no ativo da empresa individual até sua completa liquidação.

A pessoa física poderá, ainda, optar por encerrar antecipadamente a empresa individual, desde que recolha o imposto sobre a renda correspondente, como se os imóveis remanescentes fossem alienados à vista pelo preço de mercado e os saldos a receber fossem integralmente recebidos.",claude-opus-4-6,4.666666666666667,0.3614457831325301,0.1438975693561495,0.77549595,0.90708435
